job_id,job_title,role,job_description,skills,responsibilities,tfidf_score,bm25_score,classical_score,transformer_score,hybrid_score,candidate,fit_label,top_gap_summary
2808730603865187,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend.",0.0374,0.6206,0.329,0.5713,0.5836,Alice – Python Backend,Potential Fit,2/7 skills matched | 0 partial | 5 missing | Fit score: 29%
2149397187330318,Data Analyst,Data Scientist,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",Apply machine learning algorithms and statistical techniques to extract insights from large datasets. Develop predictive models. Conduct data experiments and A/B testing.,0.1813,0.5336,0.3574,0.4286,0.4569,Bob – ML Engineer,Potential Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
2447681687654738,Data Engineer,Big Data Engineer,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","Big data technologies (Hadoop, Spark, etc.) Data processing and analysis Distributed computing","Work with large and complex datasets, using technologies like Hadoop and Spark. Develop and maintain big data solutions. Optimize data processing and storage for performance.",0.0333,0.2308,0.132,0.4026,0.3398,Bob – ML Engineer,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1662109777348888,Systems Engineer,Cloud Systems Engineer,"As a Cloud Systems Engineer, you will be responsible for designing, implementing, and managing cloud infrastructure solutions. You will work with cloud platforms like AWS, Azure, or GCP to build scalable and reliable systems. Your role involves optimizing cloud resources, ensuring security, and troubleshooting issues to maintain high system availability and performance.","Cloud systems engineering Cloud infrastructure (e.g., AWS, Azure) DevOps practices Automation Security in the cloud Disaster recovery Scalability","Focus on cloud computing solutions, including AWS or Azure. Design, deploy, and manage cloud-based infrastructure and services. Optimize cloud resources and cost efficiency.",0.0755,0.3268,0.2011,0.307,0.3032,Bob – ML Engineer,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1225535036606351,Java Developer,Java Software Engineer,"Java Software Engineers develop and maintain software applications using the Java programming language. They write code, debug applications, and collaborate with cross-functional teams to deliver high-quality software solutions.","Java programming Java frameworks (e.g., Spring) Object-oriented design Code debugging Software development Problem-solving skills","Design, code, test, and maintain Java-based software applications. Collaborate with cross-functional teams on software development projects. Debug and resolve software defects and issues.",0.0,0.1119,0.0559,0.3694,0.2831,Bob – ML Engineer,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1092152760580591,Front-End Developer,UI/UX Developer,A UI/UX Developer combines design and technical skills to create user-friendly interfaces for digital products. They ensure a seamless and visually appealing user experience.,"User interface (UI) design User experience (UX) design Web design principles Prototyping and wireframing Front-end development languages (e.g., HTML, CSS, JavaScript) Interaction design User testing Responsive design Usability testing Collaboration Attention to detail",Design and implement user interfaces (UI) for websites and web applications. Create intuitive and visually appealing UI elements. Collaborate with UX designers to optimize user experiences.,0.0416,0.3011,0.1713,0.2937,0.2808,Bob – ML Engineer,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
2044345326334646,Structural Engineer,Design Engineer,"A Design Engineer creates and develops product designs and specifications, using engineering principles and design software to bring innovative products to market.",Engineering design CAD software proficiency Problem-solving Technical knowledge Communication skills,Design structural systems and components for buildings and infrastructure projects. Perform structural analysis and calculations. Create detailed design plans and specifications.,0.0378,0.2438,0.1408,0.3018,0.2731,Bob – ML Engineer,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1355325262915901,UI Developer,Front-End Developer,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility","Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.",0.0433,0.1158,0.0795,0.3332,0.2681,Bob – ML Engineer,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
3021729774966495,Structural Engineer,Bridge Engineer,"A Bridge Engineer specializes in designing and maintaining bridges, ensuring their structural integrity, safety, and compliance with engineering standards and regulations.",Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management,Specialize in the design and maintenance of bridges and transportation structures. Conduct structural inspections and assessments. Develop repair and maintenance plans.,0.0416,0.3754,0.2085,0.2472,0.2646,Bob – ML Engineer,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
3096609007532611,Civil Engineer,Water Resources Engineer,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.",Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management,"Focus on water-related projects, such as flood control, water supply, and wastewater treatment. Design and manage water resource systems and infrastructure. Address water quality and conservation issues.",0.0338,0.2393,0.1365,0.2665,0.2465,Bob – ML Engineer,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1472327045419647,Web Designer,Frontend Web Designer,"Frontend Web Designers create the visual elements and user interfaces of websites. They use HTML, CSS, and JavaScript to design responsive, user-friendly web pages, ensuring a seamless and visually appealing online experience.",Frontend web development HTML/CSS Responsive design User interface (UI) design Adobe Creative Suite Collaboration skills,"Create visually appealing and responsive web designs using HTML, CSS, and JavaScript. Ensure cross-browser compatibility. Optimize web performance and page load times.",0.3271,1.0,0.6635,0.591,0.7137,Carol – Frontend Dev,Good Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1610592842191022,Software Engineer,Frontend Developer,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","Proficiency in HTML, CSS, and JavaScript Experience with frontend frameworks like React, Angular, or Vue.js Responsive web design Cross-browser compatibility Version control (e.g., Git) Frontend performance optimization","Design and implement user interfaces for web applications using HTML, CSS, and JavaScript. Collaborate with UX designers to ensure a user-friendly experience. Optimize applications for speed and responsiveness.",0.1857,0.4347,0.3102,0.5985,0.5592,Carol – Frontend Dev,Potential Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1355325262915901,UI Developer,Front-End Developer,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility","Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.",0.0828,0.2781,0.1805,0.6422,0.5312,Carol – Frontend Dev,Potential Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
398454096642776,Web Developer,Frontend Web Developer,"Frontend Web Developers design and implement user interfaces for websites, ensuring they are visually appealing and user-friendly. They collaborate with designers and backend developers to create seamless web experiences for users.","HTML, CSS, JavaScript Frontend frameworks (e.g., React, Angular) User experience (UX)","Design and code user interfaces for websites, ensuring a seamless and visually appealing user experience. Collaborate with UX designers to optimize user journeys. Ensure cross-browser compatibility and responsive design.",0.0483,0.306,0.1771,0.5964,0.4976,Carol – Frontend Dev,Potential Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
2196143094425783,Web Developer,Full-Stack Developer,"Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions.",Frontend and backend development Database integration Problem-solving API knowledge,"Work on both frontend and backend aspects, creating full-stack solutions for web development. Integrate third-party APIs and services. Troubleshoot and debug web applications.",0.045,0.2074,0.1262,0.5815,0.4641,Carol – Frontend Dev,Potential Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
2808730603865187,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend.",0.0311,0.2332,0.1321,0.5228,0.4257,Carol – Frontend Dev,Potential Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1092152760580591,Front-End Developer,UI/UX Developer,A UI/UX Developer combines design and technical skills to create user-friendly interfaces for digital products. They ensure a seamless and visually appealing user experience.,"User interface (UI) design User experience (UX) design Web design principles Prototyping and wireframing Front-end development languages (e.g., HTML, CSS, JavaScript) Interaction design User testing Responsive design Usability testing Collaboration Attention to detail",Design and implement user interfaces (UI) for websites and web applications. Create intuitive and visually appealing UI elements. Collaborate with UX designers to optimize user experiences.,0.0795,0.4446,0.2621,0.4242,0.4154,Carol – Frontend Dev,Potential Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1459743010192052,Front-End Engineer,JavaScript Developer,"JavaScript Developers write code to create interactive and dynamic web applications. They use JavaScript libraries and frameworks to build client-side functionality, ensuring smooth user interactions and responsive web design.","JavaScript programming Frontend development Frontend frameworks (e.g., React, Angular) DOM manipulation AJAX Debugging and troubleshooting","Develop interactive web applications using JavaScript frameworks and libraries, such as React or Angular. Debug and resolve frontend issues. Ensure cross-browser compatibility.",0.092,0.0,0.046,0.5328,0.3938,Carol – Frontend Dev,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1840462025419703,Front-End Engineer,UI/UX Front-End Developer,"UI/UX Front-End Developers focus on creating user-friendly and visually appealing interfaces for web and mobile applications. They work on user experience design, responsive layouts, and front-end development to optimize user interactions.",UI/UX design Frontend web development Wireframing and prototyping User research Accessibility standards Responsive design Collaboration skills,"Focus on user interface (UI) and user experience (UX) design, translating design mockups into functional web interfaces. Conduct usability testing and iterate on designs.",0.0374,0.0,0.0187,0.5359,0.3836,Carol – Frontend Dev,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
307807279084266,Java Developer,Java Web Application Developer,"Java Web Application Developers create web applications using Java technologies. They develop user interfaces, integrate backend systems, and ensure the functionality and security of web applications to provide a seamless user experience.","Web application development Java web frameworks (e.g., Servlets, JSP) Frontend integration User authentication Security protocols Code documentation","Focus on developing Java-based web applications, including frontend and backend components. Create user interfaces and integrate with databases. Ensure web application security and performance.",0.0375,0.227,0.1322,0.4464,0.3723,Carol – Frontend Dev,Low Fit,3/3 skills matched | 0 partial | 0 missing | Fit score: 100%
1662109777348888,Systems Engineer,Cloud Systems Engineer,"As a Cloud Systems Engineer, you will be responsible for designing, implementing, and managing cloud infrastructure solutions. You will work with cloud platforms like AWS, Azure, or GCP to build scalable and reliable systems. Your role involves optimizing cloud resources, ensuring security, and troubleshooting issues to maintain high system availability and performance.","Cloud systems engineering Cloud infrastructure (e.g., AWS, Azure) DevOps practices Automation Security in the cloud Disaster recovery Scalability","Focus on cloud computing solutions, including AWS or Azure. Design, deploy, and manage cloud-based infrastructure and services. Optimize cloud resources and cost efficiency.",0.057,1.0,0.5285,0.4334,0.6034,Dave – DevOps/SRE,Potential Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
161230026511942,Software Engineer,DevOps Engineer,"DevOps Engineers focus on automating and streamlining the development and deployment processes. They work to improve collaboration between development and IT operations, implementing tools and practices for continuous integration and continuous delivery (CI/CD).","Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills","Configure and maintain continuous integration and deployment (CI/CD) pipelines, ensuring efficient software delivery. Automate and streamline development and deployment processes. Monitor and troubleshoot system issues.",0.2779,0.0,0.139,0.5692,0.4773,Dave – DevOps/SRE,Potential Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
1092152760580591,Front-End Developer,UI/UX Developer,A UI/UX Developer combines design and technical skills to create user-friendly interfaces for digital products. They ensure a seamless and visually appealing user experience.,"User interface (UI) design User experience (UX) design Web design principles Prototyping and wireframing Front-end development languages (e.g., HTML, CSS, JavaScript) Interaction design User testing Responsive design Usability testing Collaboration Attention to detail",Design and implement user interfaces (UI) for websites and web applications. Create intuitive and visually appealing UI elements. Collaborate with UX designers to optimize user experiences.,0.0473,0.9215,0.4844,0.273,0.4661,Dave – DevOps/SRE,Potential Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
307807279084266,Java Developer,Java Web Application Developer,"Java Web Application Developers create web applications using Java technologies. They develop user interfaces, integrate backend systems, and ensure the functionality and security of web applications to provide a seamless user experience.","Web application development Java web frameworks (e.g., Servlets, JSP) Frontend integration User authentication Security protocols Code documentation","Focus on developing Java-based web applications, including frontend and backend components. Create user interfaces and integrate with databases. Ensure web application security and performance.",0.0407,0.8045,0.4226,0.2734,0.4313,Dave – DevOps/SRE,Potential Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
1472327045419647,Web Designer,Frontend Web Designer,"Frontend Web Designers create the visual elements and user interfaces of websites. They use HTML, CSS, and JavaScript to design responsive, user-friendly web pages, ensuring a seamless and visually appealing online experience.",Frontend web development HTML/CSS Responsive design User interface (UI) design Adobe Creative Suite Collaboration skills,"Create visually appealing and responsive web designs using HTML, CSS, and JavaScript. Ensure cross-browser compatibility. Optimize web performance and page load times.",0.0401,0.8045,0.4223,0.2344,0.4038,Dave – DevOps/SRE,Potential Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
1225535036606351,Java Developer,Java Software Engineer,"Java Software Engineers develop and maintain software applications using the Java programming language. They write code, debug applications, and collaborate with cross-functional teams to deliver high-quality software solutions.","Java programming Java frameworks (e.g., Spring) Object-oriented design Code debugging Software development Problem-solving skills","Design, code, test, and maintain Java-based software applications. Collaborate with cross-functional teams on software development projects. Debug and resolve software defects and issues.",0.0,0.3423,0.1711,0.3668,0.3539,Dave – DevOps/SRE,Low Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
2276733529605345,Software Architect,Cloud Architect,"A Cloud Architect designs and manages cloud-based solutions, optimizing scalability, security, and performance while aligning them with the companys technology strategy.","Cloud computing platforms (AWS, Azure, etc.) Cloud security Containerization (Docker, Kubernetes)","Design and implement cloud-based solutions, optimizing for performance and cost-efficiency. Develop cloud migration strategies. Architect and manage cloud infrastructure.",0.0,0.3883,0.1942,0.3333,0.3435,Dave – DevOps/SRE,Low Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
2808730603865187,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend.",0.0,0.297,0.1485,0.3553,0.333,Dave – DevOps/SRE,Low Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
1355325262915901,UI Developer,Front-End Developer,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility","Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.",0.0492,0.3543,0.2018,0.3069,0.3294,Dave – DevOps/SRE,Low Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
398454096642776,Web Developer,Frontend Web Developer,"Frontend Web Developers design and implement user interfaces for websites, ensuring they are visually appealing and user-friendly. They collaborate with designers and backend developers to create seamless web experiences for users.","HTML, CSS, JavaScript Frontend frameworks (e.g., React, Angular) User experience (UX)","Design and code user interfaces for websites, ensuring a seamless and visually appealing user experience. Collaborate with UX designers to optimize user journeys. Ensure cross-browser compatibility and responsive design.",0.0,0.3257,0.1629,0.2994,0.302,Dave – DevOps/SRE,Low Fit,1/3 skills matched | 0 partial | 2 missing | Fit score: 33%
